"","condition","happy","depressed","fear","angry","calm","sounds","seeing","temperature","odors","depth","computations","thoughts","reasoning","remembering","beliefs","hungry","tired","pain","nauseated","safe","love","recognizing","communicating","guilt","disrespected","free_will","choices","self_restraint","intentions","goal","conscious","self_aware","desires","embarrassed","emo_recog","joy","morality","personality","pleasure","pride"
"933","mouse",1,-1,3,2,2,3,3,3,3,1,-3,1,3,3,-3,3,3,3,2,3,2,1,3,-3,-3,1,3,-3,2,2,-3,1,3,-3,-3,2,-3,2,2,-3
"934","car",-3,-3,-3,-3,-3,1,1,1,-3,-3,-2,-3,-3,-3,-3,-3,-2,-3,-2,-2,-3,0,0,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"935","dog",2,1,3,2,2,2,3,2,2,3,2,2,1,2,2,2,2,3,2,3,2,2,3,2,2,1,2,2,1,-2,3,1,3,0,2,3,2,2,2,2
"936","beetle",-1,-1,3,1,0,3,3,-1,3,3,-3,0,-2,0,-3,3,3,3,-3,-1,-1,0,3,-3,-3,3,2,1,3,3,3,1,3,-1,-3,-1,-3,3,3,0
"937","frog",1,-3,2,3,3,3,3,3,2,3,-3,-2,-2,-1,-3,1,2,3,-3,3,-2,-2,3,-3,-3,3,3,-2,-2,-3,-1,-2,1,-3,-3,0,-2,1,1,0
"938","stapler",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-2,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3
"939","frog",-3,-3,2,-3,2,3,3,3,3,-3,-3,2,-3,-3,-3,3,2,2,-3,2,-3,-3,3,-3,-3,1,2,-3,-3,2,1,-3,-3,-3,-3,-3,-3,-3,-3,-3
"940","robot",-3,-3,-3,-3,-3,3,3,3,1,3,3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,3,0,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"941","bear",-1,-2,1,1,0,1,-2,3,2,-1,-2,-2,-1,1,-3,2,-2,2,0,1,-1,0,-1,-2,-2,2,-2,-1,0,0,-2,-3,0,-2,-2,0,-2,-1,1,-2
"942","person in a persistant vegetative state",-3,-1,-2,-3,-3,0,-3,-1,-1,-3,-3,0,-3,-3,0,-1,-3,0,-1,-3,0,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-2,-3,-1,-3,0,-3,-3,-3
"943","infant",3,-3,3,3,3,3,2,3,3,-3,-3,-2,-3,-2,-3,3,3,3,3,-1,0,0,-1,-3,-3,-3,-1,-3,-3,-3,3,-3,-3,-3,-3,3,-3,-1,3,-3
"944","person in a persistant vegetative state",1,1,1,1,-1,2,1,2,2,1,0,2,-1,1,0,1,2,2,1,0,0,1,1,-1,-1,-1,1,0,1,-1,0,1,1,0,1,1,1,1,0,0
"945","blue jay",3,1,3,3,3,3,3,3,3,3,-1,0,-1,2,-2,3,3,3,3,3,1,0,3,-3,-2,-1,0,-1,0,2,0,-3,3,-3,-2,1,-3,0,3,0
"946","robot",-3,-3,-3,-3,-3,3,3,3,3,3,3,3,2,3,3,-3,-3,-3,-3,-3,-3,3,3,-3,-3,-3,3,3,-3,3,3,-3,-3,-3,-3,-3,3,-2,-3,-3
"947","car",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"948","child",3,3,3,3,3,2,3,1,2,2,0,3,2,3,2,3,3,3,3,3,3,3,1,3,2,3,3,2,3,2,3,1,3,3,2,3,3,3,3,3
"949","child",3,0,3,1,3,3,3,3,3,0,-1,3,1,2,2,3,3,3,3,3,1,3,2,1,0,1,3,-1,1,1,3,2,1,1,1,3,1,3,3,1
"950","dog",3,2,3,2,3,3,3,3,3,1,-2,1,0,2,1,3,3,3,3,2,2,3,0,0,-2,1,1,0,3,0,2,1,3,-1,-1,3,0,2,3,-2
"951","frog",2,1,2,1,2,3,3,3,3,-2,-3,2,0,1,-3,3,3,3,1,2,0,2,2,0,-2,2,2,1,1,1,3,1,2,-1,-1,2,0,2,2,0
"952","child",2,0,2,-1,1,3,3,3,3,2,1,3,-1,2,1,3,-2,-2,2,2,2,3,2,-1,-2,0,3,-2,-1,-1,2,1,1,-1,1,3,-1,1,2,-1
"953","microbe",-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"954","computer",-3,-3,-3,-3,-3,3,0,1,-3,0,3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,1,1,-3,-3,-3,2,0,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"955","blue jay",-3,-3,3,2,3,3,3,3,2,3,-3,-2,0,0,-3,3,3,3,3,-1,-3,2,2,-3,-3,0,2,-3,1,-1,-2,-3,3,-3,-3,-3,-3,-1,2,-3
"956","adult",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"957","beetle",-3,-3,-3,-3,-1,0,-1,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,1,-3,-3,-3,-3,-3,-3,-3,-2,-3
"958","robot",-3,-3,-3,-3,-3,3,3,3,3,3,3,-3,2,3,-3,-3,-3,-3,-3,-3,-3,2,2,-3,-3,0,1,0,2,-3,-3,-2,-3,-3,-3,-3,-3,-2,-3,-3
"959","chimpanzee",-2,-3,2,1,-1,3,3,1,0,-2,-3,-3,-3,0,-3,3,2,3,0,-1,-3,3,3,-3,-3,-3,-1,-3,-3,-3,1,-3,-3,-3,-3,-3,-3,1,-2,-3
"960","fish",0,2,2,2,1,0,2,-1,1,0,1,0,0,1,0,1,2,2,1,1,0,1,1,1,0,-1,1,0,0,-1,0,1,0,-1,1,0,0,1,1,0
"961","elephant",0,0,0,2,1,2,3,2,-1,-1,-3,0,-2,0,-3,3,2,2,0,0,-2,0,0,-3,-3,-2,-2,-3,-1,-3,-3,-3,-1,-3,-2,0,-3,-1,0,-2
"962","fetus",-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-2,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"963","stapler",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"964","goat",2,1,3,2,3,3,3,3,3,-2,-3,1,-2,3,-3,3,3,3,3,2,0,3,3,-3,-3,0,1,-3,-3,-2,2,-3,-2,-3,-3,2,-1,3,2,-3
"965","dolphin",2,2,2,0,0,3,3,3,2,3,-1,2,0,2,-1,3,3,3,2,2,1,3,2,0,-2,2,2,-2,2,2,2,2,2,-2,-1,2,-1,2,2,2
"966","bear",-2,-1,3,3,-1,3,3,3,3,1,-3,3,-1,2,-3,3,3,3,-2,-3,-1,3,1,-2,-3,-1,3,-2,-1,-3,3,3,-2,-3,-2,-1,-2,-1,2,-2
"967","microbe",-3,-3,-3,-3,-3,-1,-2,0,-1,-2,-2,-2,-2,-1,-2,-1,-3,-1,-3,-2,-3,-3,-1,-3,-3,-1,-1,-2,-2,0,-2,-2,-1,-3,-3,-3,-3,-3,-3,-3
"968","mouse",0,-1,3,3,3,3,3,3,3,3,-2,3,1,2,0,3,3,3,3,1,0,2,3,-3,-3,1,1,0,1,1,3,1,0,-1,1,1,-2,1,3,-3
"969","adult",2,3,2,3,2,2,3,3,3,2,3,3,2,3,2,2,2,3,2,3,2,2,2,2,3,2,3,2,2,2,3,2,3,2,2,3,3,3,2,2
"970","mouse",0,0,3,0,0,3,3,3,3,3,-3,0,0,1,-1,3,2,3,1,0,0,1,1,-2,-2,0,0,-2,1,0,2,0,-1,-3,-2,-1,-1,0,1,-1
"971","infant",1,-3,2,-3,2,2,1,2,1,2,-3,0,-2,0,-3,3,3,3,1,2,2,1,1,-3,-2,1,-2,-3,-1,0,3,-2,1,-3,-2,2,-3,1,1,-2
"972","chimpanzee",3,3,3,3,2,3,3,3,3,2,-1,3,1,3,0,3,3,3,2,2,2,3,3,0,0,2,2,-1,2,0,3,2,2,3,1,3,-1,3,2,2
"973","infant",2,1,3,1,2,3,1,0,2,-2,-3,3,-3,-1,-3,3,3,3,2,0,-2,3,2,-3,-3,2,-2,-3,-3,-2,-1,-3,3,-2,-1,-1,-3,3,3,-3
"974","goat",2,1,0,1,2,3,2,2,3,-1,-1,2,-1,1,0,2,2,1,1,1,1,-1,0,-1,-1,2,0,1,1,-1,2,-2,2,-1,-1,1,-1,1,1,2
"975","person in a persistant vegetative state",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"976","dolphin",2,-2,2,2,2,3,3,2,1,1,-3,-1,-1,1,-1,3,2,3,-3,2,2,1,3,-2,-3,3,2,-2,1,2,2,0,1,-3,0,0,-2,1,2,-2
"977","elephant",2,2,3,2,1,3,3,3,3,1,-1,1,1,3,0,3,2,3,1,2,2,2,3,0,0,1,3,0,2,2,2,1,2,-1,0,2,1,3,2,2
"978","computer",-3,-3,-3,-3,-3,3,-2,-3,-3,-3,3,-3,1,1,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"979","fish",3,-3,3,-3,3,0,0,0,-3,0,-3,3,0,3,3,3,0,-3,-3,3,3,0,3,-3,-3,3,3,-3,3,3,3,3,3,-3,0,3,3,3,3,3
"980","fetus",-2,-3,-3,-3,-2,-1,-3,-1,-3,-3,-3,-3,-3,-2,-3,1,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,-1,-3,-3,-3,-3
"981","blue jay",0,-3,1,1,-1,3,3,2,-2,2,-3,0,-3,0,-3,3,2,3,0,0,-2,0,1,-3,-3,-2,0,-2,0,2,0,0,0,-3,-2,-1,-3,0,0,-2
"982","robot",-3,-3,-3,-3,-3,3,0,3,-3,0,3,-3,0,3,-3,-3,-3,-3,-3,-3,-3,-2,3,-3,-3,-3,2,-2,-3,-3,-3,-1,-3,-3,3,-3,-2,0,-3,-3
"983","dog",2,0,0,-2,-1,3,3,2,3,-2,-3,-1,-1,-2,-2,3,2,2,0,1,1,2,0,-2,-2,0,0,-1,-1,-1,-2,1,-1,-2,0,1,-1,1,2,-1
"984","car",-3,-3,-3,-3,-3,-2,-3,-1,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"985","adult",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,0,3,3
"986","stapler",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"987","bear",2,-2,3,3,1,3,3,2,3,3,-2,3,1,2,0,3,3,3,2,3,1,2,3,-2,2,3,3,1,3,3,3,3,3,-3,1,2,1,2,2,1
"988","elephant",3,3,3,3,3,3,3,3,3,3,-2,2,3,3,0,3,3,3,3,3,-2,1,2,-1,1,3,1,1,3,3,3,3,3,-1,3,3,3,3,3,3
"989","car",-3,-2,-3,-2,-2,-3,-1,-2,-3,-2,-3,-3,-3,-1,-2,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-2,-2,-3,-2,-2,-2,-2,-3,-3,-2,-3,-3,-3
"990","fish",0,-1,3,0,1,2,1,3,-3,2,-2,-2,-2,0,-3,3,3,2,2,1,0,0,2,-3,-2,1,0,-1,2,2,1,-1,2,-3,-2,-1,-2,-2,1,-1
"991","chimpanzee",3,3,3,3,3,3,3,3,3,3,-2,0,0,3,-2,3,3,3,3,2,3,3,3,-1,3,1,2,1,3,3,1,0,3,-1,3,3,-1,3,3,0
"992","dog",1,-2,1,-2,1,1,2,0,3,-2,-3,-2,-1,1,-2,1,2,2,-3,-1,2,1,1,-1,-2,0,0,1,1,0,0,-1,1,-2,-1,1,-1,0,0,-2
"993","infant",1,0,1,1,0,3,3,3,3,2,-2,0,-2,0,-3,3,3,3,3,0,1,2,1,-3,-3,0,0,-2,-2,-2,0,0,-2,-3,-2,1,-3,-1,3,-3
"994","beetle",-2,-2,-1,-3,-3,0,1,1,0,-1,-2,-2,-2,0,-3,1,-1,-1,-3,-3,-3,-2,-1,-3,-3,-1,0,-3,0,-1,-3,-3,-2,-3,-2,-2,-3,-1,-1,-3
"995","dolphin",2,3,2,2,3,3,3,3,3,3,3,3,2,2,2,3,2,3,3,3,3,2,3,2,2,2,3,2,3,2,2,3,3,2,3,2,2,3,2,3
"996","person in a persistant vegetative state",-2,2,1,-3,1,1,-3,0,0,-3,-3,1,-2,1,1,0,-2,2,-2,-1,-3,-1,-3,-3,-3,0,-3,-3,-1,-2,-2,-3,-3,-3,-3,-1,-2,2,-3,-1
"997","microbe",-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-2,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"998","robot",-3,-3,-3,-3,-3,3,2,2,1,2,3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,1,0,-3,-3,-3,0,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3
"999","person in a persistant vegetative state",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"1000","fetus",-2,-2,-2,-3,-1,0,-2,1,-3,-3,-3,-2,-3,-3,-3,2,2,3,1,0,-3,-3,-3,-3,-3,2,-2,-3,-2,-3,-1,-2,-3,-3,-3,-2,-3,-3,-2,-3
"1001","computer",-3,-3,-3,-3,-3,3,0,0,-3,0,3,-3,0,3,-3,-3,-3,-3,-3,-3,-3,0,2,-3,-3,-3,0,-3,-2,0,-3,-2,-3,-3,-2,-3,-3,-3,-3,-3
"1002","child",3,1,3,2,3,3,3,2,2,2,-1,1,-1,2,-1,3,3,3,3,3,-2,3,2,3,0,0,1,-1,0,-1,2,1,1,2,1,3,-1,2,3,1
"1003","computer",-3,-3,-3,-3,-3,3,0,3,3,-3,3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,0,1,-3,-3,-3,0,-3,-3,0,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3
"1004","car",-3,-3,-3,-3,-3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"1005","goat",2,-2,3,2,1,3,3,3,3,1,-2,-2,-1,-2,-3,3,2,3,1,-1,-2,2,1,-2,-2,-3,2,-2,1,1,3,-3,2,-2,-2,-2,-3,0,2,-1
"1006","microbe",-3,-3,0,-2,-3,-1,0,1,0,-3,-3,-3,-3,-2,-3,3,1,-2,-3,-3,-3,-3,0,-3,-3,-3,-2,-3,-3,-2,-3,-3,0,-3,-3,-3,-3,-3,-3,-3
"1007","computer",-1,0,-1,0,1,0,-1,3,-2,1,1,0,0,0,0,-2,1,0,1,1,0,0,-1,-2,0,0,0,0,0,0,0,1,-1,-2,0,-1,0,1,0,-1
"1008","blue jay",0,1,2,0,0,2,0,2,0,0,1,1,0,2,-1,3,1,2,0,1,-2,1,2,-1,-1,1,2,-1,-2,1,0,0,0,-2,-1,0,0,1,0,0
"1009","dog",1,1,2,2,1,3,3,3,3,0,-3,0,-2,1,-3,3,2,3,-1,2,3,3,0,0,1,0,3,1,2,-2,3,-1,-1,0,2,3,2,1,1,-1
"1010","frog",0,-2,-1,2,2,3,0,1,1,2,-1,1,1,0,0,3,1,1,2,1,0,1,0,-1,-1,-2,2,0,0,0,0,1,0,-1,-1,1,2,0,0,-1
"1011","elephant",3,3,3,3,2,3,3,2,2,1,-3,2,-2,3,-3,3,3,3,-3,3,2,2,3,1,1,1,-3,-2,0,1,2,-1,2,-1,1,1,-3,2,3,0
"1012","mouse",2,2,2,1,2,2,1,2,2,0,2,0,1,2,-1,3,2,3,2,2,1,2,2,-1,0,0,2,2,0,3,1,1,2,-1,-1,1,-1,2,2,0
"1013","mouse",-1,1,0,1,1,0,1,1,0,2,0,0,0,0,0,0,-1,2,1,2,1,0,0,0,1,1,0,2,0,0,1,1,-1,0,1,1,1,1,0,1
"1014","fetus",2,-3,2,-3,3,3,-1,2,-3,-2,-3,-1,-3,-2,-3,2,1,2,-3,2,3,2,2,-3,-3,-3,3,-3,1,1,2,-3,-2,-3,-3,2,-3,-3,-1,-3
"1015","infant",3,-3,-2,0,2,2,3,-3,0,-1,2,2,-2,-2,-3,3,2,3,-1,3,3,3,-1,-3,-3,2,-3,-3,-3,-3,3,0,2,-3,-3,3,-3,3,3,2
"1016","frog",-2,-3,3,-3,3,3,3,3,3,3,-3,0,-2,2,-3,3,3,3,3,2,-3,2,1,-3,-3,0,3,-3,3,-3,-2,-2,-1,-3,-2,-2,-3,1,3,-3
"1017","goat",0,0,0,0,0,2,1,1,1,-3,-3,-1,-2,0,-3,3,0,1,1,0,-1,1,-1,-3,-3,-1,-1,-3,1,-2,-1,-3,0,-3,-3,1,-2,-2,0,-3
"1018","beetle",-1,-2,2,-2,1,3,2,2,2,1,-3,1,-3,-1,-2,3,2,2,-1,0,-2,-2,1,-2,-2,0,-1,-2,-2,0,2,-1,1,-3,-2,-1,-2,-1,2,-2
"1019","blue jay",-3,-2,3,0,0,3,3,0,-1,1,-3,1,-3,-1,-3,3,-1,2,-3,1,-1,-2,1,-2,-3,-1,0,-3,-1,2,-2,-2,-2,-3,-3,-3,-3,-3,-1,-3
"1020","chimpanzee",1,1,1,2,1,2,2,2,2,1,1,2,0,2,-1,3,1,3,1,1,1,2,2,1,-1,1,3,0,0,-1,0,0,1,1,0,1,1,3,3,0
"1021","stapler",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"1022","dog",3,3,3,3,3,3,3,3,3,3,-2,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3
"1023","car",-3,-3,-3,-3,0,0,-3,-3,-2,-3,-2,-2,-2,-2,1,-1,-1,-2,-3,0,-3,-3,-1,-2,-2,-3,-2,-2,-3,-3,-2,-2,-2,-3,-1,-3,-3,-1,-3,-3
"1024","person in a persistant vegetative state",-3,-3,-3,-3,-3,1,-3,1,1,-3,-3,-1,-3,-1,-3,-3,-3,0,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-2,-3,-3
"1025","infant",3,-3,3,-2,3,3,3,3,3,1,-3,-1,-3,-3,-3,3,3,3,3,3,3,-1,-1,-3,-3,-3,-3,-3,-1,-3,3,-3,2,-3,-3,3,-3,0,3,-3
"1026","fish",-3,-3,2,-3,-3,3,-3,3,-3,3,-3,-3,-3,-3,-3,3,-3,-3,-3,3,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"1027","infant",2,0,1,2,2,0,-1,0,3,0,-2,1,-2,2,-2,3,2,3,1,1,2,-1,-1,-1,-2,1,1,0,-1,-1,0,0,2,-1,0,2,-1,1,0,0
"1028","mouse",0,3,3,-1,3,3,3,2,1,0,-3,0,1,1,0,3,3,3,3,3,0,3,2,0,2,0,3,2,3,0,3,0,3,-2,0,3,0,1,3,1
"1029","computer",-3,-3,-3,-3,-3,-1,-3,-1,-3,-3,2,-3,-3,-1,-3,-3,-3,-3,-3,-1,-3,2,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"1030","bear",2,2,3,2,2,3,3,3,3,3,-1,1,-1,2,-1,3,3,3,3,3,1,2,2,-3,2,3,3,1,3,3,3,2,2,-2,0,2,-1,3,3,1
"1031","chimpanzee",1,-1,1,2,2,2,3,3,2,3,-3,3,1,1,-1,3,3,3,2,1,0,2,2,-1,-2,0,1,0,0,0,1,1,-1,-1,0,2,1,3,3,0
"1032","dog",3,2,2,2,2,-1,-1,-2,1,-1,-2,2,3,1,2,3,2,-1,2,2,1,-1,2,-1,0,2,-1,2,2,1,2,1,2,-1,1,2,2,2,1,2
"1033","elephant",1,-1,2,0,-1,2,2,1,2,0,0,2,0,1,-1,2,2,2,2,1,1,1,1,0,0,1,2,0,0,1,2,0,1,-1,0,2,1,0,0,0
"1034","child",3,-3,3,2,3,2,1,-1,1,-2,-3,3,-1,1,-1,3,3,3,3,2,1,1,1,-2,1,1,-1,-1,0,1,0,0,0,1,0,3,1,3,3,1
"1035","beetle",-2,-2,0,-1,-2,1,-1,0,0,0,-3,-2,-2,-1,-3,1,1,0,-2,-1,-3,-2,0,-3,-2,-2,-1,-2,-2,-1,-2,-3,-2,-2,-3,-2,-3,-2,-1,-2
"1036","adult",2,2,2,2,2,-1,0,1,-2,1,0,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,0,2,2,2,0,3,2,1,2,-1,2,1,2
"1037","child",2,-1,3,1,0,0,2,1,-1,-1,-3,0,-2,-1,-2,0,0,2,1,2,0,1,-1,-2,-2,-2,-1,-1,2,-2,1,-3,2,-1,0,2,-2,-1,1,-1
"1038","goat",0,0,1,0,0,2,3,2,1,0,-3,-1,-2,-1,-3,2,2,2,2,0,-1,0,-1,-3,-3,-1,0,-3,-2,-3,0,0,-1,-3,-1,0,-3,-2,-1,-2
"1039","blue jay",3,3,3,3,3,3,3,3,3,3,-3,3,3,3,0,3,3,3,3,3,3,3,3,0,-3,3,3,0,3,3,3,3,3,-3,3,3,3,3,3,3
"1040","dolphin",2,0,-2,2,1,3,3,-2,-1,-1,-3,-2,-2,0,-1,3,1,3,-2,2,2,2,3,-1,-2,-3,-3,-2,-1,1,0,-2,-1,-1,1,2,-2,-1,1,-2
"1041","frog",1,2,3,3,3,3,3,3,3,3,-2,0,-1,3,-2,3,3,3,3,3,1,3,3,-2,-1,3,3,1,3,-2,3,2,3,-1,-1,2,-2,0,3,-1
"1042","frog",1,-1,3,0,3,3,3,3,3,0,-3,-1,0,0,-3,3,3,3,0,3,-1,2,0,-3,-3,0,3,-2,0,0,0,0,3,-3,0,3,0,0,3,-3
"1043","elephant",1,-2,-3,0,1,1,1,1,-2,1,0,1,1,2,1,1,0,1,0,2,3,1,-3,1,-1,2,1,1,0,3,1,3,1,0,0,1,1,2,2,0
"1044","robot",0,-2,-2,-2,-1,2,2,2,1,2,2,2,2,2,1,-1,0,-2,-2,-1,-1,2,2,0,-2,-2,2,2,2,2,1,1,-1,-2,1,-2,2,2,-1,-1
"1045","stapler",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"1046","computer",2,0,0,1,1,1,2,0,0,0,1,0,1,1,1,2,0,1,0,1,1,1,0,1,1,1,-1,1,0,1,0,2,1,2,0,0,0,1,1,0
"1047","car",-3,-3,-3,-3,3,-3,2,3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,0,-3,-3,-3
"1048","person in a persistant vegetative state",-3,-3,-3,-3,-2,-1,-3,0,-1,-3,-3,-3,-3,-3,-2,-1,-3,-3,-3,-2,-3,-2,-3,-3,-3,-3,-3,-3,-2,-3,-2,-3,-3,-3,-3,-3,-3,-2,-3,-3
"1049","goat",3,2,3,3,3,3,3,3,3,-3,-3,3,-3,2,-3,3,3,3,3,3,3,3,3,-3,-3,2,2,-3,-3,-3,-3,2,-3,-3,2,3,-3,3,3,2
"1050","fetus",-1,-3,0,-3,-1,-1,-3,-3,-3,-3,-3,-2,-3,0,-3,-3,-1,-1,-1,1,-2,-1,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-1,-3,-2,-3,-3
"1051","bear",0,-3,1,3,0,3,3,2,3,-3,-3,-3,-3,2,-3,3,3,3,3,1,-1,2,2,-3,-3,-3,0,-3,-3,-3,3,-3,3,-3,-3,0,-3,2,0,-3
"1052","chimpanzee",3,-3,3,3,3,3,3,2,3,3,-3,3,1,3,-3,3,3,3,-1,2,3,3,3,0,-3,0,2,-1,0,3,3,0,3,-3,-2,3,-3,3,3,-3
"1053","fish",1,-1,3,2,2,3,3,3,2,1,-3,3,1,0,-3,3,3,3,2,2,1,-2,0,-2,-3,2,-1,-2,2,-2,1,2,1,-3,-1,3,-3,1,3,1
"1054","beetle",-1,-1,3,2,-1,3,0,3,3,3,-3,3,1,2,-2,3,1,3,-1,3,-1,-2,3,-3,-3,3,2,-3,3,3,3,-1,2,-3,-1,0,-3,1,2,-3
"1055","infant",1,-3,0,-3,2,2,3,2,0,-3,-3,2,-3,-2,-3,3,3,3,-3,-1,0,1,0,-3,-3,-2,-3,-3,-3,-3,2,-3,-3,-3,-3,-2,-3,-1,2,-3
"1056","adult",3,3,2,3,3,2,3,2,3,3,2,3,2,2,3,3,3,3,3,3,2,2,2,2,3,3,2,2,3,2,3,3,3,3,1,2,2,3,3,3
"1057","elephant",3,3,3,3,3,3,3,3,3,2,1,3,3,3,0,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3
"1058","goat",1,1,3,1,2,3,2,3,3,-1,-3,-1,-2,-1,-3,3,3,3,-1,1,0,2,3,-2,-2,-2,-2,-2,-1,-3,-1,-2,-1,-1,1,1,-1,3,1,1
"1059","car",-3,-3,-3,-3,-3,-2,-3,0,-3,-3,-1,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"1060","infant",3,-3,3,3,3,3,3,3,2,-3,-3,2,-3,0,-3,3,3,3,3,3,3,3,2,-3,-3,3,3,-3,2,-3,3,3,3,-3,-1,3,-3,3,3,0
"1061","chimpanzee",1,2,2,-1,-1,0,0,0,2,-2,1,0,-3,-1,1,3,2,3,0,1,0,1,-1,0,-2,1,1,-2,-1,-3,2,1,0,2,-3,2,-1,2,2,1
"1062","mouse",1,-1,1,1,0,3,3,3,2,0,-3,0,1,1,-1,3,1,3,0,1,-1,1,1,0,0,0,2,0,1,1,2,1,2,-1,0,1,-1,0,1,-1
