"","condition","happy","depressed","fear","angry","calm","sounds","seeing","temperature","odors","depth","computations","thoughts","reasoning","remembering","beliefs","hungry","tired","pain","nauseated","safe","love","recognizing","communicating","guilt","disrespected","free_will","choices","self_restraint","intentions","goal","conscious","self_aware","desires","embarrassed","emo_recog","joy","morality","personality","pleasure","pride"
"559","robot",-3,-3,-3,-3,-3,3,3,2,1,3,3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,1,2,-3,-3,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"560","robot",0,0,1,2,-1,-1,1,0,0,0,1,1,1,1,1,1,-1,2,0,1,0,1,-1,0,0,1,-1,0,1,0,0,2,-1,0,1,1,2,1,0,1
"561","beetle",-3,-3,-1,-1,-1,3,3,3,3,3,1,-1,-1,1,-3,3,1,3,-3,-1,-3,-1,3,-3,-3,3,3,-3,3,3,-1,-1,-1,-3,-3,-3,-3,-1,-1,-3
"562","beetle",-3,-3,3,-2,0,3,3,2,1,1,-3,-3,-2,-3,-3,3,2,3,1,-2,-3,-1,1,-3,-3,0,1,-3,-3,1,-1,-2,-2,-3,-3,-3,-2,-3,-1,-3
"563","beetle",-1,-1,-1,-1,-1,2,2,2,2,1,-1,-1,-1,1,-1,2,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,0,0,1,0,-1,0,-1,-1,-1,-1,-1,-1,-1
"564","robot",-3,-3,-3,-3,-3,2,1,2,2,1,3,-3,-1,-2,-3,-3,-3,-3,-3,-3,-3,2,-1,-3,-3,-3,-1,0,-3,2,-3,-3,-3,-3,-1,-3,-3,-2,-3,-3
"565","robot",-3,-3,-3,-3,-3,1,1,0,1,1,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,1,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"566","robot",-3,-3,-3,-3,-3,1,0,1,-2,0,1,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,0,-2,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"567","robot",-3,-3,-3,-3,-3,3,3,3,-3,-3,3,0,1,3,0,-3,-3,-3,-3,-3,-3,3,3,-3,-3,-3,3,3,1,3,-2,0,-3,-3,-3,-3,-3,-3,-3,-3
"568","beetle",1,-2,2,0,1,2,3,2,3,1,-3,-2,-3,2,-3,3,2,3,-2,-1,-1,1,2,-3,-3,-1,0,-1,1,1,2,0,1,-3,-2,0,-3,1,2,-3
"569","beetle",-2,-3,1,-3,0,2,3,2,1,0,-3,-1,-3,-1,-3,3,3,1,1,-1,-3,-2,1,-3,-3,-2,-2,-3,-2,2,-1,-2,-2,-3,-3,-2,-3,-3,0,-3
"570","beetle",-2,-3,0,-1,-2,1,-2,1,1,0,-3,-3,-3,-3,-3,2,0,0,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,1,1,-3,-3,-3,-3,-3,-3,-1,-3
"571","beetle",-1,-2,2,-2,0,2,3,3,3,2,-2,1,0,1,-2,3,-2,2,-3,-1,-1,-2,1,-3,-2,2,1,-2,0,0,3,1,0,-3,-2,-1,-1,-1,0,-3
"572","robot",-2,-3,-3,0,-1,-1,0,0,-1,-2,0,-2,0,-2,-2,-1,-1,-1,0,-1,-1,-1,-1,-3,-1,-2,0,0,-2,-1,-1,-3,-1,-3,-1,-1,-1,0,0,-3
"573","robot",-3,-3,-3,-3,-3,2,3,2,2,3,3,-3,0,2,-2,-3,-3,-3,-3,-2,-3,2,3,-2,-3,-3,3,0,-2,3,-3,-1,-3,-3,0,-2,-2,0,-3,-3
"574","robot",-2,-3,-2,-2,-2,3,2,2,1,2,3,-2,2,-1,-2,-3,-2,-2,-2,-2,-2,2,2,-3,-1,-3,0,-2,-2,1,-3,-2,-2,-1,-3,-2,-2,-1,-2,-2
"575","robot",-3,-3,-3,-3,-3,3,3,3,-3,3,3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,3,3,-3,-3,-3,-1,-3,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"576","beetle",-2,-3,0,-2,-2,-2,0,0,2,0,-2,-3,-3,-3,-3,1,-2,-3,-3,-1,-3,-2,0,-3,-3,-1,0,-3,-3,-2,-1,-2,-2,-3,-3,-3,-3,-3,-1,-3
"577","robot",-3,-3,-3,-3,-3,3,3,3,0,3,3,-3,1,3,-3,-3,-3,-3,-3,-3,-3,1,2,-3,-3,-2,1,-3,2,3,-3,-3,-3,-3,-2,-3,0,-1,-3,-3
"578","beetle",-1,-2,1,-1,0,3,3,1,2,1,-2,0,-1,1,0,2,2,2,-1,0,-2,1,1,-2,-2,1,2,0,1,0,2,0,0,-2,-1,-1,-2,0,-1,-2
"579","beetle",0,-3,-1,0,0,2,2,2,2,-3,-3,0,0,1,-3,3,2,2,2,-1,-2,-2,0,-3,-3,0,1,-3,1,2,0,-3,2,-3,-3,-1,-3,-3,1,-3
"580","beetle",-3,-2,-1,-1,-1,-1,0,2,1,-2,-3,-2,-2,-1,-2,2,0,0,0,-2,-2,-2,0,-3,-3,0,-3,-3,-2,1,1,0,-3,-3,-3,-1,-3,-2,0,-3
"581","robot",-2,-2,-2,-1,-2,1,2,2,1,-1,2,-3,-3,1,-3,-3,-3,-3,-3,-2,-1,2,2,-1,0,-3,-3,-3,0,3,-3,-3,-1,-3,-2,0,-2,1,-3,-3
"582","robot",-3,-3,-3,-3,-3,3,3,3,3,3,3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,3,3,-3,-3,-3,0,-3,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"583","beetle",-3,-3,-3,-1,1,1,3,1,0,-3,-3,1,0,2,-3,3,0,1,-3,1,1,-3,0,-3,-3,3,2,1,2,-3,3,2,-3,-3,-3,-3,-3,-3,0,-3
"584","robot",-3,-3,-3,-2,3,3,2,3,3,-2,3,1,0,2,-2,-3,-3,-3,-3,-1,-3,1,2,-2,-3,2,0,1,2,3,2,-1,-3,-1,-3,-2,-3,-2,-2,-3
"585","beetle",-1,-1,-1,-1,-2,-1,-2,-2,0,-2,-1,-1,-1,-2,-2,-1,-1,0,-1,-1,-1,-2,0,-1,-1,-2,-1,-1,-1,0,-2,-2,-1,-1,-2,-1,-1,-1,-1,-1
"586","beetle",-3,-3,-3,0,-3,-3,-1,-1,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"587","robot",-3,-3,-3,-3,1,3,1,-2,1,-2,3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-1,-1,-3,-3,-3,1,-3,-3,1,0,-3,-3,-3,-3,-3,-3,-1,-3,-3
"588","beetle",0,-1,2,-1,-2,3,3,3,3,-2,-3,0,-3,0,-3,3,-1,3,1,0,3,2,3,-3,-3,1,1,-3,1,-1,2,-2,0,-2,-3,1,-2,-3,1,-3
"589","robot",-3,-3,-3,-2,-3,-2,-2,-3,-2,0,-1,-3,-3,-3,-3,-3,-1,-2,-3,-2,-3,-2,-1,-2,-2,-2,-2,-3,-3,-2,-3,-3,-2,-1,-2,-3,-2,-3,-1,-3
"590","robot",-3,-3,-3,-3,-3,2,0,0,-3,0,2,-2,-2,0,-3,-3,-3,-3,-3,-3,-3,-1,0,-3,-3,-3,-2,-3,-3,-1,-3,-3,-3,-3,-2,-3,-3,-2,-3,-3
"591","robot",-3,-3,-3,-3,-3,3,3,3,0,2,3,2,3,3,-2,-3,-1,-3,-3,1,-2,3,3,-3,0,1,0,-2,1,3,-3,-3,-2,-3,-1,-3,2,1,-3,1
"592","beetle",-3,0,0,-1,-1,3,3,3,3,3,3,0,0,3,-1,3,0,-3,-1,0,-1,-3,3,0,-3,2,3,-1,3,3,0,0,0,-3,-1,0,-1,0,3,-1
"593","beetle",0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,1,1,0,1,-1,0,0,0,-1,-1,0,0,0,0,0,0,-1,-1,0,-1
"594","robot",-3,-3,-3,-3,0,3,2,2,-3,0,3,-3,1,3,-3,-3,-3,-3,-3,-3,-3,1,1,-3,-3,-3,1,0,-1,2,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3
"595","robot",-3,-3,-2,-3,-3,3,2,3,-1,1,3,-3,1,1,-3,-3,-3,-3,-3,-3,-3,0,3,-3,-3,-3,2,-1,-1,1,-2,-2,-3,-3,0,-3,-1,-3,-3,-3
"596","robot",-3,-3,-3,-3,-3,1,0,0,-2,0,2,-3,-1,0,-3,-3,-3,-3,-3,-3,-3,0,0,-3,-3,-3,0,-3,-2,-2,-3,-3,-3,-3,-3,-3,-1,-2,-3,-3
"597","robot",-3,-3,-3,-3,-3,2,2,-2,-3,-3,3,-3,-2,1,-3,-3,-3,-3,-3,-3,-3,-2,1,-3,-3,-3,-2,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3
"598","robot",-3,-3,-3,-3,-3,3,3,3,3,3,3,-3,0,3,-3,-3,-3,-3,-3,-3,-3,3,3,-3,-3,-3,3,2,0,3,-3,1,-3,-3,-3,-3,0,-1,-3,-3
"599","robot",-3,-3,-3,-3,-3,1,1,-1,-1,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3
"600","beetle",-3,-3,0,-2,-3,1,3,3,3,1,-3,-3,-2,2,-3,3,-3,1,-2,-3,-3,-3,1,-3,-2,1,1,-2,-3,-3,-1,0,-3,-3,-3,-3,-2,-3,-3,-3
"601","beetle",-3,-3,-3,-3,-3,0,0,3,0,0,-3,-3,-3,-2,-3,2,-2,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"602","beetle",1,0,1,0,1,2,2,1,1,1,-2,0,0,1,-1,2,2,1,1,0,0,1,1,-1,-1,1,1,0,0,0,1,0,1,-2,0,0,0,0,0,-1
"603","robot",-3,-3,-3,-3,-3,2,1,2,2,2,2,-3,-1,2,-3,-3,-3,-3,-3,-3,-3,0,1,-3,-3,-3,0,-3,0,2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3
"604","beetle",-3,-3,-3,-3,-3,3,2,3,3,3,-3,-3,-3,2,-3,3,2,0,-3,3,-3,-3,2,-3,-3,3,3,-3,3,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"605","robot",-3,-3,-3,-3,-3,3,-3,3,2,2,3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"606","robot",-3,-3,-3,-3,-3,1,-3,1,-3,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,-3,-3,-3,-3,-3,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"607","beetle",-3,-3,1,-3,-3,2,2,3,3,2,-3,-3,-3,-2,-3,3,-1,-2,-3,-3,-3,-3,-1,-3,-3,-1,-1,-3,-3,1,0,-1,-3,-3,-3,-3,-3,-3,-3,-3
"608","robot",-3,-3,-3,-3,0,3,3,3,1,3,3,-3,1,2,-2,-3,-3,-3,-3,-3,-3,3,0,-3,-3,-3,1,1,-1,2,-2,-2,-3,-3,-2,-3,-3,-2,-3,-3
"609","beetle",3,0,2,2,2,3,3,3,2,2,1,1,2,3,1,3,3,3,3,3,3,3,3,2,0,3,3,3,3,3,2,2,2,2,2,2,2,3,3,0
"610","beetle",-3,-3,0,3,0,3,3,3,3,3,-3,-3,0,0,-3,3,-3,3,0,1,-3,-3,-3,-3,-3,-3,3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"611","beetle",-3,-2,-1,-2,-2,2,-1,0,0,-1,-3,0,1,0,-2,3,-2,0,-2,-1,-2,-1,0,-2,-3,-1,0,-2,-1,1,1,1,-1,-2,-3,-2,-2,2,-3,-1
"612","robot",-3,-3,-3,-3,-3,3,3,-3,-3,-3,3,-3,-3,3,0,-3,-3,-3,-3,-3,-3,3,1,-3,-3,-3,0,3,0,3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3
"613","robot",1,-1,0,1,0,3,3,3,3,-2,3,0,0,3,1,-2,-3,-1,-2,0,1,2,3,1,0,-3,2,3,3,3,0,2,1,0,-2,2,1,2,1,0
"614","beetle",2,-2,2,2,2,2,2,2,2,2,-2,2,-2,2,-2,2,2,2,2,2,-2,-2,2,-2,-2,2,0,-2,2,2,2,0,2,-2,-2,-2,-2,-2,2,-2
"615","beetle",-2,-2,1,-2,-2,2,3,3,3,-3,-2,-2,-3,1,-2,3,2,3,-2,1,-1,-2,2,-2,-2,2,1,-3,1,-2,-1,-3,-2,-2,-2,-2,-2,-2,-2,-1
"616","robot",-3,-3,-3,-3,-3,3,1,2,-1,-2,3,-3,-2,-1,-3,-3,-3,-3,-3,-3,-3,2,3,-3,-3,-2,-2,-3,-3,0,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3
"617","beetle",-3,2,2,-1,1,0,0,1,2,-2,-2,2,-3,-2,-1,1,2,1,-1,-2,1,0,1,0,-1,-2,0,-3,-2,-2,1,2,-2,-2,1,-1,-1,0,2,-1
"618","beetle",1,-2,0,-2,2,3,3,3,3,1,0,0,-2,1,-2,3,2,3,0,0,-1,3,3,-2,-2,2,3,-2,2,1,-2,1,0,-2,-2,2,-2,0,1,-2
"619","beetle",3,3,3,0,0,3,3,3,3,0,0,3,1,3,3,3,3,3,-3,3,3,0,3,-3,-3,3,2,-3,3,3,3,3,3,-3,0,0,-3,0,2,-3
"620","robot",-3,-3,-3,-2,-3,3,-1,2,2,2,3,-3,-2,3,-3,-3,-3,-3,-3,-3,-3,2,2,-3,-3,-3,1,-2,0,2,-3,-2,-3,-3,-2,-3,-2,-3,-3,-3
"621","beetle",-3,-3,-3,-3,-3,1,3,3,1,1,-3,-3,-3,-3,-3,3,-3,1,-3,-3,-3,-3,1,-3,-3,0,-3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"622","robot",-3,-3,-3,-3,-3,3,1,2,2,1,3,-2,1,3,-3,-3,-3,-3,-3,-3,-3,2,1,-3,-3,-3,0,-1,0,-1,-3,-3,-3,-3,0,-3,0,0,-3,-3
"623","beetle",1,1,3,2,0,0,3,1,0,-1,-2,1,-2,0,-1,3,3,3,0,0,0,1,1,-1,-3,1,1,-1,2,1,1,1,2,-3,0,2,-3,0,3,-2
"624","beetle",-2,-2,-1,-2,-2,-1,1,2,0,0,-1,-2,-1,-1,-3,2,1,1,-2,-1,-3,-3,0,-3,-3,0,-2,-1,0,0,-1,-2,-1,-3,-3,-2,-2,-1,-2,-2
"625","beetle",0,0,1,0,0,1,2,2,2,0,-2,-1,-1,0,-3,2,2,1,0,2,-2,0,1,-1,-2,0,0,0,-1,0,0,0,1,-2,-1,0,-1,0,0,-1
"626","robot",-3,-3,-3,-3,-3,1,1,1,1,1,3,-3,-1,2,-2,-3,-3,-3,-3,-3,-3,1,1,-3,-3,-3,-2,3,1,1,-3,-3,-3,-3,-2,-3,-2,-3,-3,-3
"627","beetle",-3,-3,0,-2,-3,0,0,-3,-1,-1,-3,-2,-3,-3,-3,-1,-3,-2,-3,-1,-3,-1,-1,-3,-3,-1,-2,-3,-3,-1,0,-1,-1,-3,-3,-3,-3,-3,-1,-3
"628","beetle",-1,-3,2,-2,1,3,3,3,3,2,-1,2,2,1,-3,3,2,3,0,1,-3,-2,2,-3,-3,2,1,-1,3,2,3,1,0,-3,-3,0,-3,-2,2,-3
"629","beetle",1,-2,2,1,3,3,3,3,3,3,0,1,0,3,-2,3,2,3,0,3,0,1,3,-2,-2,-1,0,-2,3,3,-2,-2,-1,-2,-2,1,-2,0,2,-2
"630","robot",-3,-3,-3,-3,-3,3,3,3,3,3,3,-3,3,3,-3,-3,-3,-3,-3,-3,-3,3,3,-3,-3,-3,0,-3,-3,3,-3,0,-3,-3,-3,-3,0,0,-3,-3
"631","robot",-2,-3,-3,-3,-3,3,1,3,-3,2,3,-3,2,3,-3,-3,-3,-3,-3,-3,-2,3,1,-2,-3,-3,2,-3,-3,-3,-3,-3,-2,-3,-1,-2,2,0,-2,-2
"632","beetle",-3,-3,-2,-2,-3,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-2,-2,-2,-3,-2,-3,-3,-2,-3,-3,-3,-3,-3,-2,-2,-2,-3,-2,-3,-3,-3,-3,-3,-2,-3
"633","beetle",-3,-3,2,-3,-3,-3,1,1,1,-2,-3,-3,-3,-2,-3,3,-2,2,-1,1,-3,-3,-2,-3,-3,-3,-2,-3,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3
"634","robot",-3,-3,-3,-3,-3,3,2,3,0,3,3,-2,-2,-3,-3,-3,-3,-3,-3,2,-3,3,3,-3,-3,-3,0,-3,-3,3,-3,-3,-3,-3,0,-3,2,-3,-3,-3
"635","beetle",-1,-2,1,0,-1,0,1,1,0,0,-3,1,-1,0,-3,1,2,1,-2,0,-2,-3,1,-3,-3,1,0,-2,1,1,-1,1,-2,-3,-2,0,-3,-2,0,-2
"636","robot",-3,-3,-3,-3,-3,3,-3,3,0,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-2,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"637","beetle",-2,-2,3,0,-2,3,2,3,2,0,-3,1,-3,0,-3,3,1,3,-1,0,-3,-1,1,-3,-3,1,2,-2,0,-1,1,1,-2,-3,-2,-2,-2,-2,0,-3
"638","robot",-3,-3,-3,-3,-3,3,3,3,1,0,3,-3,1,3,3,-3,-3,-3,-3,-3,-3,3,3,-3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3
"639","robot",-3,-3,-3,-3,-3,3,-3,3,1,0,3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"640","robot",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"641","robot",-3,-3,-3,-3,-3,3,2,1,-2,-3,3,-3,2,2,-3,-3,-3,-3,-3,-3,-3,0,0,-3,-3,-3,1,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"642","robot",-3,-3,-3,-3,-3,2,-3,2,0,2,2,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-1,2,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"643","beetle",1,-3,-3,-1,1,2,3,0,0,1,-3,1,-3,0,-3,3,0,2,1,0,-3,-2,-1,-3,-3,1,2,-2,2,1,3,-1,0,-3,-3,1,-3,-2,1,-3
"644","robot",-3,-3,-3,-3,-3,-3,3,-3,-3,-3,3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,3,3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,-3,-3
"645","robot",-3,-3,-3,-3,-3,1,-3,1,1,1,3,-3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"646","beetle",-1,-3,-1,-3,-2,-1,-1,-1,-1,-3,-1,-2,-1,-1,-1,3,-1,1,-2,-2,-2,-2,0,-3,-2,-1,1,-2,-1,-1,-2,-1,-1,-3,-3,-2,-1,-1,-1,-3
"647","robot",2,3,2,3,2,3,1,2,3,2,3,2,3,1,3,3,2,2,1,2,2,3,2,2,3,2,1,1,3,2,2,2,3,1,2,2,1,3,1,3
"648","beetle",-3,-3,-3,-3,-3,3,0,-1,-1,0,-3,-2,-3,-3,-3,1,0,0,-3,-3,-3,-3,0,-3,-3,-2,-3,-3,-3,-2,-1,-3,1,-3,-3,-3,-3,-3,-2,-3
"649","beetle",-2,-2,0,-1,1,2,3,2,2,2,-2,1,-1,1,-2,3,0,1,1,-2,-1,1,0,-3,-2,1,0,-2,2,0,0,1,0,-2,0,-1,-2,-1,0,-2
"650","beetle",-3,-3,0,-3,-3,2,3,3,2,1,-3,-2,-2,2,-3,2,1,3,2,-3,-3,1,3,-3,-3,1,1,-3,-2,3,2,-3,-3,-3,-3,-3,-3,-3,0,-3
"651","robot",-3,-3,-3,-3,-3,3,2,-3,-3,2,3,-3,1,3,-3,-3,-3,-3,-3,-3,-3,2,2,-3,-3,-3,2,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"652","beetle",0,-3,3,1,0,3,3,3,3,-2,-3,0,-3,0,-3,3,2,3,-3,0,-3,-3,1,-3,-3,3,3,-3,-1,3,2,3,-3,-3,-3,1,-3,-3,0,-3
"653","robot",-3,-3,-3,-3,-3,2,2,2,-3,2,3,2,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,2,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,2,-3,-3
"654","robot",-3,-3,-3,-3,-3,-1,-2,2,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3
"655","robot",-3,-3,-3,-3,-3,3,2,2,-1,0,3,-3,2,2,-3,-3,-3,-3,-3,-3,-3,2,2,-3,-3,-3,2,-3,-3,0,-3,-3,-3,-3,-1,-3,2,-3,-3,-3
"656","beetle",-2,-3,-1,-1,-1,3,2,3,3,1,-2,-1,-1,1,-3,2,1,2,-3,1,-2,-1,1,-3,-3,0,1,-3,0,1,2,-1,1,-3,-3,-2,-3,-2,1,-3
"657","robot",-3,-3,-3,-3,3,3,3,3,-2,-2,3,-2,2,3,-3,-3,-3,-3,-3,-3,-3,0,3,-3,-3,-3,3,-3,-3,3,3,-2,-3,-3,-2,-3,1,1,-3,-3
"658","robot",-3,-3,-3,-3,-2,0,2,-3,0,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,1,-3,0,0,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"659","robot",-2,-2,-2,-2,-2,2,2,2,1,-2,2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,2,-2,-2,2,-2,-2,-2,-2,0,-2,0,0,-2,-2
"660","robot",-3,-3,-3,-3,-2,2,-3,-2,-3,-1,3,-3,-2,2,-2,-3,-3,-3,-3,-2,-3,1,0,-3,-3,-2,2,-3,0,0,-2,-3,-3,-3,-3,-3,1,-2,-3,-2
"661","robot",-2,-2,-2,-2,-2,2,0,1,-1,-2,1,-2,-2,0,-2,-3,-3,-2,-3,-2,-2,0,1,-2,-2,-3,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-1,-2,-2
"662","beetle",0,-3,2,-3,1,3,3,3,3,1,-1,-1,-3,-1,-3,3,3,2,0,1,-2,1,2,-3,-3,0,1,-2,1,1,1,-2,1,-3,-3,0,-3,-1,0,-3
"663","beetle",-3,-3,-2,-3,1,2,-3,2,2,-3,-3,0,-3,1,-3,2,-2,2,-3,1,-3,-3,-3,-3,-3,-3,0,-3,-3,0,0,-3,0,-3,-3,0,-3,-2,-1,-3
"664","beetle",-3,-3,-2,-3,-3,-3,-1,-1,-2,-2,-3,-2,-3,-2,-3,-2,-2,-2,-3,-3,-3,-2,-1,-3,-3,-3,-2,-3,-3,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3
"665","robot",-3,-2,-1,-2,-1,3,2,2,1,2,2,-1,1,2,-2,-3,-2,-2,-3,1,-3,3,2,-2,-1,-2,2,1,1,2,-1,-1,-2,-2,-2,-3,0,1,-1,-2
"666","robot",-2,-2,-2,-2,-1,3,3,3,-2,3,3,-1,2,3,2,-2,-1,-2,-2,-2,-2,3,3,-2,-2,-2,3,-2,-1,2,-1,-1,1,-2,1,-2,0,1,-2,-2
"667","beetle",-3,-3,2,-3,-3,1,3,3,2,-2,2,-3,-3,2,-3,3,-3,3,-3,-3,-3,-3,3,-3,-3,3,3,-3,-3,2,-3,-3,0,-3,-3,-3,-3,-3,3,-3
"668","beetle",-3,-3,-3,-3,1,2,1,2,-1,-3,-3,-3,-3,-3,-3,2,0,-3,-3,-3,-3,-3,1,-3,-3,2,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3
"669","beetle",-2,-3,-2,-3,-3,2,1,-1,1,-2,-3,-1,-2,-2,-3,-1,0,0,-3,-3,-3,-3,-2,-3,-3,1,-2,2,0,-2,0,-2,-2,-3,-3,-3,-3,-2,-2,-2
"670","beetle",-3,-3,1,-3,2,-3,3,3,3,-3,-3,0,-3,0,-3,3,3,3,-3,0,-3,-3,-3,-3,-3,0,0,0,-3,-3,0,-3,0,-3,-3,-3,-3,-3,1,-3
"671","robot",0,-3,-3,-3,0,2,2,1,0,2,3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,3,-3,-3,-3,-3,1,-3,3,-3,-3,-3,-3,0,-3,-1,1,-3,-3
"672","robot",-3,-2,-2,-1,-3,3,3,3,3,3,3,-3,0,2,0,-3,-3,-3,-3,-2,-3,3,3,-3,-3,-3,3,0,2,3,-3,-3,-3,-2,0,-2,0,-2,-3,-2
"673","beetle",1,0,2,2,2,3,2,3,2,2,0,1,1,0,1,2,2,2,0,2,0,0,2,-1,0,2,2,0,1,3,1,2,2,0,0,2,0,1,2,2
"674","robot",-3,-3,-3,-3,-3,0,-3,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-2,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"675","robot",-3,-3,-3,-3,-3,3,-3,-1,-2,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,-3,-3,-3,-2,-3,-1,1,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3
"676","beetle",-3,-3,1,-3,1,3,3,3,3,1,-3,-2,-2,1,-3,3,-1,3,-3,1,-3,-2,2,-3,-3,-2,-1,-1,1,1,1,-2,-1,-3,-3,-3,-3,-2,-3,-3
"677","beetle",-3,-2,1,-2,0,3,3,2,2,2,-3,-2,-3,0,-3,3,3,2,-3,2,-2,-2,0,-3,-3,-3,0,-3,-2,3,-1,-3,-2,-3,-3,-3,-3,-3,-3,-3
"678","beetle",1,-3,1,0,-1,1,-1,2,1,-3,-3,-3,-3,-3,-3,3,0,1,-3,-1,1,-3,-1,-3,1,3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-1,-3,-1
"679","beetle",-3,-3,-3,-3,-3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,3,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,-3
"680","robot",-3,-3,-3,-3,3,3,3,3,3,3,3,-3,3,3,3,-3,-3,-3,-3,-3,-3,3,3,-3,-3,-3,3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"681","robot",-3,-3,-3,-3,-3,3,3,3,1,3,3,-3,1,3,-3,-3,-3,-3,-3,-3,-3,2,1,-3,-3,-2,3,-3,-3,2,-3,-3,-3,-3,-1,-3,-3,0,-3,-3
